BeaufortForce,PictureName,WaveHeight(m),WindSpeed(m/s)
4,Z23A_2019_04_16_1610.jpg,MM,6.0
1,Z26A_2019_04_16_1610.jpg,MM,2.0
4,Z08A_2019_04_16_1610.jpg,MM,6.0
3,Z91A_2019_04_16_1610.jpg,MM,5.0
3,Z29A_2019_04_16_1610.jpg,MM,4.0
4,Z59A_2019_04_16_1610.jpg,MM,7.0
3,Z35A_2019_04_16_1610.jpg,MM,4.0
3,Z63A_2019_04_16_1610.jpg,MM,5.0
3,Z09A_2019_04_16_1610.jpg,MM,5.0
3,Z80A_2019_04_16_1610.jpg,MM,5.0
4,Z92A_2019_04_16_1610.jpg,MM,6.0
4,Z17A_2019_04_16_1610.jpg,MM,7.0
4,Z71A_2019_04_16_1610.jpg,MM,8.0
4,Z37A_2019_04_16_1610.jpg,MM,8.0
4,Z04A_2019_04_16_1610.jpg,MM,6.0
5,Z25A_2019_04_16_1610.jpg,MM,9.0
2,Z07A_2019_04_16_1610.jpg,MM,3.0
2,Z39A_2019_04_16_1610.jpg,MM,3.0
4,W04A_2019_04_16_1710.jpg,MM,7.0
4,Z23A_2019_04_16_1710.jpg,MM,8.0
3,Z39A_2019_04_16_1710.jpg,MM,4.0
3,Z63A_2019_04_16_1710.jpg,MM,4.0
3,Z09A_2019_04_16_1710.jpg,MM,5.0
4,Z80A_2019_04_16_1710.jpg,MM,6.0
4,Z92A_2019_04_16_1710.jpg,MM,6.0
4,Z17A_2019_04_16_1710.jpg,MM,6.0
4,Z71A_2019_04_16_1710.jpg,MM,8.0
4,Z37A_2019_04_16_1710.jpg,MM,7.0
3,Z04A_2019_04_16_1710.jpg,MM,5.0
5,Z64A_2019_04_16_1710.jpg,MM,9.0
5,Z25A_2019_04_16_1710.jpg,MM,9.0
3,Z26A_2019_04_16_1710.jpg,MM,4.0
3,Z08A_2019_04_16_1710.jpg,MM,5.0
4,Z91A_2019_04_16_1710.jpg,MM,7.0
3,Z29A_2019_04_16_1710.jpg,MM,5.0
2,Z07A_2019_04_16_1710.jpg,MM,3.0
2,Z35A_2019_04_16_1710.jpg,MM,3.0
2,Z57A_2019_04_16_1710.jpg,MM,3.0
4,Z37A_2019_04_16_1810.jpg,MM,7.0
3,Z26A_2019_04_16_1810.jpg,MM,4.0
1,Z29A_2019_04_16_1810.jpg,MM,2.0
2,Z07A_2019_04_16_1810.jpg,MM,3.0
4,Z59A_2019_04_16_1810.jpg,MM,6.0
2,Z35A_2019_04_16_1810.jpg,MM,3.0
3,Z63A_2019_04_16_1810.jpg,MM,5.0
4,Z09A_2019_04_16_1810.jpg,MM,6.0
4,Z80A_2019_04_16_1810.jpg,MM,6.0
4,Z92A_2019_04_16_1810.jpg,MM,6.0
4,Z17A_2019_04_16_1810.jpg,MM,6.0
4,Z71A_2019_04_16_1810.jpg,MM,8.0
4,Z04A_2019_04_16_1810.jpg,MM,6.0
5,Z64A_2019_04_16_1810.jpg,MM,10.0
4,Z25A_2019_04_16_1810.jpg,MM,6.0
4,W04A_2019_04_16_1810.jpg,MM,7.0
4,Z23A_2019_04_16_1810.jpg,MM,8.0
2,Z39A_2019_04_16_1810.jpg,MM,3.0
4,Z08A_2019_04_16_1810.jpg,MM,6.0
4,Z91A_2019_04_16_1810.jpg,MM,7.0
4,Z17A_2019_04_16_1910.jpg,MM,6.0
4,Z37A_2019_04_16_1910.jpg,MM,8.0
4,Z64A_2019_04_16_1910.jpg,MM,8.0
3,Z26A_2019_04_16_1910.jpg,MM,5.0
2,Z39A_2019_04_16_1910.jpg,MM,3.0
4,Z08A_2019_04_16_1910.jpg,MM,6.0
4,Z91A_2019_04_16_1910.jpg,MM,8.0
4,Z57A_2019_04_16_1900.jpg,MM,6.0
2,Z29A_2019_04_16_1910.jpg,MM,3.0
3,Z07A_2019_04_16_1910.jpg,MM,4.0
4,Z59A_2019_04_16_1910.jpg,MM,6.0
3,Z35A_2019_04_16_1910.jpg,MM,4.0
3,Z63A_2019_04_16_1910.jpg,MM,5.0
3,Z09A_2019_04_16_1910.jpg,MM,5.0
4,Z80A_2019_04_16_1910.jpg,MM,6.0
4,Z92A_2019_04_16_1910.jpg,MM,6.0
4,Z71A_2019_04_16_1910.jpg,MM,8.0
4,Z25A_2019_04_16_1910.jpg,MM,7.0
4,W04A_2019_04_16_1910.jpg,MM,7.0
4,Z23A_2019_04_16_1910.jpg,MM,8.0
4,Z37A_2019_04_16_2010.jpg,MM,7.0
4,Z64A_2019_04_16_2010.jpg,MM,8.0
5,Z23A_2019_04_16_2010.jpg,MM,9.0
3,Z26A_2019_04_16_2010.jpg,MM,5.0
3,Z08A_2019_04_16_2010.jpg,MM,5.0
4,Z91A_2019_04_16_2010.jpg,MM,8.0
4,Z57A_2019_04_16_2010.jpg,MM,8.0
2,Z29A_2019_04_16_2010.jpg,MM,3.0
3,Z07A_2019_04_16_2010.jpg,MM,4.0
4,Z59A_2019_04_16_2010.jpg,MM,6.0
3,Z35A_2019_04_16_2010.jpg,MM,4.0
3,Z63A_2019_04_16_2010.jpg,MM,5.0
3,Z09A_2019_04_16_2010.jpg,MM,4.0
3,Z80A_2019_04_16_2010.jpg,MM,5.0
4,Z92A_2019_04_16_2010.jpg,MM,6.0
4,Z17A_2019_04_16_2010.jpg,MM,6.0
4,Z71A_2019_04_16_2010.jpg,MM,8.0
4,Z04A_2019_04_16_2010.jpg,MM,6.0
4,W04A_2019_04_16_2010.jpg,MM,7.0
4,Z25A_2019_04_16_2010.jpg,MM,6.0
2,Z39A_2019_04_16_2010.jpg,MM,3.0
4,Z04A_2019_04_16_2110.jpg,MM,6.0
3,Z64A_2019_04_16_2110.jpg,MM,5.0
4,Z25A_2019_04_16_2110.jpg,MM,6.0
5,Z23A_2019_04_16_2110.jpg,MM,9.0
4,Z08A_2019_04_16_2110.jpg,MM,7.0
4,Z59A_2019_04_16_2110.jpg,MM,7.0
2,Z35A_2019_04_16_2110.jpg,MM,3.0
3,Z09A_2019_04_16_2110.jpg,MM,4.0
3,Z80A_2019_04_16_2110.jpg,MM,5.0
4,Z92A_2019_04_16_2110.jpg,MM,6.0
4,Z17A_2019_04_16_2110.jpg,MM,7.0
4,Z71A_2019_04_16_2110.jpg,MM,8.0
4,Z37A_2019_04_16_2110.jpg,MM,7.0
4,W04A_2019_04_16_2110.jpg,MM,6.0
1,Z39A_2019_04_16_2110.jpg,MM,2.0
5,Z91A_2019_04_16_2110.jpg,MM,10.0
1,Z29A_2019_04_16_2110.jpg,MM,2.0
3,Z07A_2019_04_16_2110.jpg,MM,4.0
3,Z63A_2019_04_16_2110.jpg,MM,5.0
4,Z26A_2019_04_16_2110.jpg,MM,6.0
5,Z57A_2019_04_16_2110.jpg,MM,9.0
4,Z04A_2019_04_16_2210.jpg,MM,6.0
4,Z64A_2019_04_16_2210.jpg,MM,6.0
3,W04A_2019_04_16_2210.jpg,MM,5.0
4,Z26A_2019_04_16_2210.jpg,MM,6.0
2,Z39A_2019_04_16_2210.jpg,MM,3.0
4,Z08A_2019_04_16_2210.jpg,MM,6.0
5,Z91A_2019_04_16_2210.jpg,MM,11.0
1,Z29A_2019_04_16_2210.jpg,MM,1.0
3,Z07A_2019_04_16_2210.jpg,MM,4.0
4,Z59A_2019_04_16_2210.jpg,MM,7.0
3,Z35A_2019_04_16_2210.jpg,MM,4.0
3,Z63A_2019_04_16_2210.jpg,MM,5.0
3,Z09A_2019_04_16_2210.jpg,MM,5.0
3,Z80A_2019_04_16_2210.jpg,MM,5.0
4,Z92A_2019_04_16_2210.jpg,MM,7.0
4,Z17A_2019_04_16_2210.jpg,MM,8.0
5,Z71A_2019_04_16_2210.jpg,MM,9.0
4,Z37A_2019_04_16_2210.jpg,MM,7.0
4,Z25A_2019_04_16_2210.jpg,MM,7.0
5,Z23A_2019_04_16_2210.jpg,MM,10.0
3,W04A_2019_04_16_2310.jpg,MM,5.0
3,Z08A_2019_04_16_2310.jpg,MM,5.0
3,Z63A_2019_04_16_2310.jpg,MM,4.0
3,Z80A_2019_04_16_2310.jpg,MM,4.0
4,Z17A_2019_04_16_2310.jpg,MM,7.0
4,Z71A_2019_04_16_2310.jpg,MM,8.0
4,Z37A_2019_04_16_2310.jpg,MM,7.0
4,Z04A_2019_04_16_2310.jpg,MM,7.0
3,Z64A_2019_04_16_2310.jpg,MM,5.0
5,Z23A_2019_04_16_2310.jpg,MM,10.0
4,Z26A_2019_04_16_2310.jpg,MM,7.0
1,Z39A_2019_04_16_2310.jpg,MM,2.0
5,Z91A_2019_04_16_2300.jpg,MM,11.0
1,Z29A_2019_04_16_2310.jpg,MM,2.0
3,Z07A_2019_04_16_2310.jpg,MM,5.0
4,Z59A_2019_04_16_2310.jpg,MM,6.0
3,Z09A_2019_04_16_2310.jpg,MM,5.0
4,Z92A_2019_04_16_2310.jpg,MM,7.0
4,Z25A_2019_04_16_2310.jpg,MM,8.0
3,Z35A_2019_04_16_2310.jpg,MM,5.0
5,Z23A_2019_04_17_0010.jpg,MM,11.0
5,Z57A_2019_04_16_2310.jpg,MM,10.0
4,Z63A_2019_04_17_0010.jpg,MM,6.0
3,Z09A_2019_04_17_0010.jpg,MM,5.0
2,Z80A_2019_04_17_0010.jpg,MM,3.0
4,Z92A_2019_04_17_0010.jpg,MM,6.0
4,Z17A_2019_04_17_0010.jpg,MM,7.0
4,Z71A_2019_04_17_0000.jpg,MM,8.0
4,Z37A_2019_04_17_0010.jpg,MM,8.0
4,Z04A_2019_04_17_0010.jpg,MM,8.0
4,Z25A_2019_04_17_0010.jpg,MM,8.0
4,Z26A_2019_04_17_0010.jpg,MM,6.0
4,Z08A_2019_04_17_0010.jpg,MM,7.0
5,Z91A_2019_04_17_0010.jpg,MM,11.0
5,Z57A_2019_04_17_0010.jpg,MM,10.0
1,Z29A_2019_04_17_0010.jpg,MM,2.0
3,Z07A_2019_04_17_0010.jpg,MM,5.0
3,Z35A_2019_04_17_0010.jpg,MM,5.0
3,Z64A_2019_04_17_0010.jpg,MM,5.0
3,W04A_2019_04_17_0010.jpg,MM,4.0
1,Z39A_2019_04_17_0010.jpg,MM,2.0
4,Z59A_2019_04_17_0010.jpg,MM,7.0
3,Z07A_2019_04_17_0110.jpg,MM,4.0
3,Z63A_2019_04_17_0110.jpg,MM,4.0
3,Z09A_2019_04_17_0110.jpg,MM,5.0
2,Z80A_2019_04_17_0110.jpg,MM,3.0
4,Z92A_2019_04_17_0110.jpg,MM,6.0
4,Z17A_2019_04_17_0110.jpg,MM,7.0
4,Z71A_2019_04_17_0110.jpg,MM,8.0
4,Z37A_2019_04_17_0110.jpg,MM,7.0
5,Z04A_2019_04_17_0110.jpg,MM,9.0
5,Z23A_2019_04_17_0110.jpg,MM,11.0
4,Z26A_2019_04_17_0110.jpg,MM,7.0
1,Z39A_2019_04_17_0110.jpg,MM,2.0
4,Z08A_2019_04_17_0110.jpg,MM,6.0
5,Z91A_2019_04_17_0110.jpg,MM,10.0
4,Z59A_2019_04_17_0110.jpg,MM,7.0
3,Z35A_2019_04_17_0110.jpg,MM,5.0
1,Z29A_2019_04_17_0110.jpg,MM,2.0
3,Z64A_2019_04_17_0110.jpg,MM,4.0
4,Z25A_2019_04_17_0110.jpg,MM,8.0
2,W04A_2019_04_17_0110.jpg,MM,3.0
4,Z63A_2019_04_17_0210.jpg,MM,6.0
3,Z09A_2019_04_17_0210.jpg,MM,5.0
2,Z80A_2019_04_17_0210.jpg,MM,3.0
4,Z92A_2019_04_17_0210.jpg,MM,6.0
4,Z17A_2019_04_17_0210.jpg,MM,8.0
5,Z71A_2019_04_17_0210.jpg,MM,9.0
4,Z37A_2019_04_17_0210.jpg,MM,8.0
5,Z04A_2019_04_17_0210.jpg,MM,9.0
4,Z64A_2019_04_17_0210.jpg,MM,6.0
4,Z25A_2019_04_17_0210.jpg,MM,6.0
3,W04A_2019_04_17_0210.jpg,MM,4.0
5,Z23A_2019_04_17_0210.jpg,MM,11.0
4,Z26A_2019_04_17_0210.jpg,MM,7.0
1,Z39A_2019_04_17_0210.jpg,MM,1.0
4,Z08A_2019_04_17_0210.jpg,MM,6.0
5,Z91A_2019_04_17_0210.jpg,MM,11.0
5,Z57A_2019_04_17_0210.jpg,MM,11.0
4,Z59A_2019_04_17_0210.jpg,MM,7.0
3,Z35A_2019_04_17_0210.jpg,MM,5.0
2,Z29A_2019_04_17_0210.jpg,MM,3.0
3,Z07A_2019_04_17_0210.jpg,MM,5.0
4,Z26A_2019_04_17_0310.jpg,MM,7.0
3,Z08A_2019_04_17_0310.jpg,MM,5.0
3,Z35A_2019_04_17_0310.jpg,MM,5.0
3,Z09A_2019_04_17_0310.jpg,MM,5.0
2,Z80A_2019_04_17_0310.jpg,MM,3.0
4,Z92A_2019_04_17_0310.jpg,MM,6.0
4,Z17A_2019_04_17_0310.jpg,MM,8.0
4,Z71A_2019_04_17_0310.jpg,MM,8.0
4,Z37A_2019_04_17_0310.jpg,MM,8.0
5,Z04A_2019_04_17_0310.jpg,MM,10.0
4,Z64A_2019_04_17_0310.jpg,MM,7.0
4,Z25A_2019_04_17_0310.jpg,MM,7.0
5,Z91A_2019_04_17_0300.jpg,MM,10.0
4,Z59A_2019_04_17_0310.jpg,MM,7.0
4,Z63A_2019_04_17_0310.jpg,MM,7.0
3,W04A_2019_04_17_0310.jpg,MM,4.0
6,Z23A_2019_04_17_0310.jpg,MM,12.0
2,Z39A_2019_04_17_0310.jpg,MM,3.0
2,Z29A_2019_04_17_0310.jpg,MM,3.0
3,Z07A_2019_04_17_0310.jpg,MM,5.0
4,Z26A_2019_04_17_0410.jpg,MM,6.0
4,Z63A_2019_04_17_0410.jpg,MM,6.0
3,Z09A_2019_04_17_0410.jpg,MM,5.0
2,Z80A_2019_04_17_0410.jpg,MM,3.0
4,Z92A_2019_04_17_0410.jpg,MM,6.0
4,Z17A_2019_04_17_0410.jpg,MM,8.0
5,Z71A_2019_04_17_0410.jpg,MM,9.0
4,Z37A_2019_04_17_0410.jpg,MM,7.0
5,Z04A_2019_04_17_0410.jpg,MM,9.0
5,Z64A_2019_04_17_0410.jpg,MM,9.0
4,Z25A_2019_04_17_0410.jpg,MM,7.0
3,W04A_2019_04_17_0410.jpg,MM,4.0
6,Z23A_2019_04_17_0410.jpg,MM,13.0
1,Z39A_2019_04_17_0410.jpg,MM,2.0
3,Z08A_2019_04_17_0410.jpg,MM,5.0
4,Z91A_2019_04_17_0410.jpg,MM,8.0
2,Z29A_2019_04_17_0410.jpg,MM,3.0
4,Z07A_2019_04_17_0410.jpg,MM,6.0
5,Z59A_2019_04_17_0410.jpg,MM,9.0
4,Z35A_2019_04_17_0410.jpg,MM,6.0
5,Z04A_2019_04_17_0510.jpg,MM,9.0
4,Z64A_2019_04_17_0510.jpg,MM,6.0
4,W04A_2019_04_17_0510.jpg,MM,6.0
4,Z26A_2019_04_17_0510.jpg,MM,6.0
3,Z63A_2019_04_17_0510.jpg,MM,5.0
4,Z09A_2019_04_17_0510.jpg,MM,6.0
2,Z80A_2019_04_17_0510.jpg,MM,3.0
4,Z92A_2019_04_17_0510.jpg,MM,8.0
5,Z71A_2019_04_17_0510.jpg,MM,9.0
6,Z23A_2019_04_17_0510.jpg,MM,12.0
2,Z39A_2019_04_17_0510.jpg,MM,3.0
4,Z91A_2019_04_17_0510.jpg,MM,8.0
2,Z29A_2019_04_17_0510.jpg,MM,3.0
4,Z35A_2019_04_17_0510.jpg,MM,6.0
4,Z17A_2019_04_17_0510.jpg,MM,7.0
4,Z37A_2019_04_17_0510.jpg,MM,8.0
3,Z25A_2019_04_17_0510.jpg,MM,5.0
3,Z08A_2019_04_17_0510.jpg,MM,4.0
4,Z07A_2019_04_17_0510.jpg,MM,6.0
4,Z59A_2019_04_17_0510.jpg,MM,7.0
4,Z91A_2019_04_17_0610.jpg,MM,7.0
3,Z09A_2019_04_17_0610.jpg,MM,5.0
2,Z80A_2019_04_17_0610.jpg,MM,3.0
5,Z71A_2019_04_17_0610.jpg,MM,10.0
4,Z37A_2019_04_17_0610.jpg,MM,7.0
5,Z64A_2019_04_17_0610.jpg,MM,9.0
4,Z25A_2019_04_17_0610.jpg,MM,6.0
4,W04A_2019_04_17_0610.jpg,MM,6.0
4,Z26A_2019_04_17_0610.jpg,MM,6.0
1,Z39A_2019_04_17_0610.jpg,MM,2.0
2,Z29A_2019_04_17_0610.jpg,MM,3.0
4,Z07A_2019_04_17_0610.jpg,MM,6.0
4,Z59A_2019_04_17_0610.jpg,MM,8.0
4,Z35A_2019_04_17_0610.jpg,MM,6.0
3,Z63A_2019_04_17_0610.jpg,MM,5.0
4,Z17A_2019_04_17_0610.jpg,MM,6.0
4,Z04A_2019_04_17_0610.jpg,MM,8.0
5,Z23A_2019_04_17_0610.jpg,MM,11.0
2,Z08A_2019_04_17_0610.jpg,MM,3.0
2,Z39A_2019_04_17_0710.jpg,MM,3.0
4,Z08A_2019_04_17_0710.jpg,MM,6.0
5,Z57A_2019_04_17_0710.jpg,MM,10.0
2,Z29A_2019_04_17_0710.jpg,MM,3.0
4,Z35A_2019_04_17_0710.jpg,MM,6.0
3,Z63A_2019_04_17_0710.jpg,MM,5.0
3,Z09A_2019_04_17_0710.jpg,MM,5.0
2,Z80A_2019_04_17_0710.jpg,MM,3.0
4,Z92A_2019_04_17_0710.jpg,MM,6.0
3,Z17A_2019_04_17_0710.jpg,MM,4.0
5,Z71A_2019_04_17_0710.jpg,MM,10.0
4,Z37A_2019_04_17_0710.jpg,MM,8.0
4,Z04A_2019_04_17_0710.jpg,MM,8.0
4,Z64A_2019_04_17_0710.jpg,MM,7.0
2,Z25A_2019_04_17_0710.jpg,MM,3.0
4,W04A_2019_04_17_0710.jpg,MM,7.0
6,Z23A_2019_04_17_0710.jpg,MM,12.0
4,Z26A_2019_04_17_0710.jpg,MM,6.0
3,Z91A_2019_04_17_0710.jpg,MM,5.0
4,Z07A_2019_04_17_0710.jpg,MM,6.0
5,Z59A_2019_04_17_0710.jpg,MM,9.0
4,Z64A_2019_04_17_0810.jpg,MM,6.0
4,W04A_2019_04_17_0810.jpg,MM,7.0
5,Z23A_2019_04_17_0810.jpg,MM,11.0
4,Z26A_2019_04_17_0810.jpg,MM,8.0
4,Z08A_2019_04_17_0810.jpg,MM,6.0
4,Z59A_2019_04_17_0810.jpg,MM,8.0
3,Z35A_2019_04_17_0810.jpg,MM,5.0
3,Z63A_2019_04_17_0810.jpg,MM,4.0
3,Z09A_2019_04_17_0810.jpg,MM,5.0
2,Z80A_2019_04_17_0810.jpg,MM,3.0
4,Z92A_2019_04_17_0810.jpg,MM,7.0
3,Z17A_2019_04_17_0810.jpg,MM,4.0
5,Z71A_2019_04_17_0810.jpg,MM,9.0
5,Z37A_2019_04_17_0810.jpg,MM,9.0
4,Z04A_2019_04_17_0810.jpg,MM,7.0
2,Z25A_2019_04_17_0810.jpg,MM,3.0
2,Z39A_2019_04_17_0810.jpg,MM,3.0
3,Z91A_2019_04_17_0810.jpg,MM,4.0
2,Z29A_2019_04_17_0810.jpg,MM,3.0
3,Z07A_2019_04_17_0810.jpg,MM,5.0
3,Z59A_2019_04_17_0910.jpg,MM,4.0
3,Z35A_2019_04_17_0910.jpg,MM,5.0
3,Z63A_2019_04_17_0910.jpg,MM,4.0
4,Z09A_2019_04_17_0910.jpg,MM,6.0
2,Z80A_2019_04_17_0910.jpg,MM,3.0
4,Z92A_2019_04_17_0910.jpg,MM,6.0
2,Z17A_2019_04_17_0910.jpg,MM,3.0
4,Z71A_2019_04_17_0910.jpg,MM,8.0
4,Z37A_2019_04_17_0910.jpg,MM,8.0
4,Z04A_2019_04_17_0910.jpg,MM,7.0
4,Z64A_2019_04_17_0910.jpg,MM,6.0
3,Z25A_2019_04_17_0910.jpg,MM,4.0
4,W04A_2019_04_17_0910.jpg,MM,8.0
5,Z23A_2019_04_17_0910.jpg,MM,11.0
4,Z26A_2019_04_17_0910.jpg,MM,8.0
2,Z39A_2019_04_17_0910.jpg,MM,3.0
4,Z08A_2019_04_17_0910.jpg,MM,7.0
1,Z91A_2019_04_17_0910.jpg,MM,2.0
1,Z29A_2019_04_17_0910.jpg,MM,2.0
3,Z07A_2019_04_17_0910.jpg,MM,4.0
4,Z64A_2019_04_17_1010.jpg,MM,6.0
4,Z26A_2019_04_17_1010.jpg,MM,7.0
1,Z39A_2019_04_17_1010.jpg,MM,2.0
4,Z08A_2019_04_17_1010.jpg,MM,7.0
0,Z91A_2019_04_17_1010.jpg,MM,0.0
3,Z07A_2019_04_17_1010.jpg,MM,4.0
3,Z35A_2019_04_17_1010.jpg,MM,5.0
2,Z63A_2019_04_17_1010.jpg,MM,3.0
4,Z09A_2019_04_17_1010.jpg,MM,6.0
2,Z80A_2019_04_17_1010.jpg,MM,3.0
4,Z92A_2019_04_17_1010.jpg,MM,7.0
3,Z17A_2019_04_17_1010.jpg,MM,5.0
4,Z71A_2019_04_17_1010.jpg,MM,8.0
4,Z04A_2019_04_17_1010.jpg,MM,8.0
3,Z25A_2019_04_17_1010.jpg,MM,4.0
6,Z23A_2019_04_17_1010.jpg,MM,12.0
1,Z29A_2019_04_17_1010.jpg,MM,2.0
4,Z59A_2019_04_17_1010.jpg,MM,8.0
4,Z37A_2019_04_17_1010.jpg,MM,8.0
5,W04A_2019_04_17_1010.jpg,MM,9.0
5,Z57A_2019_04_17_1010.jpg,MM,10.0
5,Z23A_2019_04_17_1110.jpg,MM,11.0
4,Z26A_2019_04_17_1110.jpg,MM,8.0
3,Z07A_2019_04_17_1110.jpg,MM,4.0
4,Z59A_2019_04_17_1110.jpg,MM,8.0
3,Z63A_2019_04_17_1110.jpg,MM,5.0
4,Z09A_2019_04_17_1110.jpg,MM,6.0
2,Z80A_2019_04_17_1110.jpg,MM,3.0
4,Z92A_2019_04_17_1110.jpg,MM,6.0
4,Z71A_2019_04_17_1110.jpg,MM,8.0
4,Z37A_2019_04_17_1110.jpg,MM,7.0
4,Z04A_2019_04_17_1110.jpg,MM,8.0
4,Z64A_2019_04_17_1110.jpg,MM,6.0
1,Z25A_2019_04_17_1110.jpg,MM,2.0
4,W04A_2019_04_17_1110.jpg,MM,8.0
1,Z39A_2019_04_17_1110.jpg,MM,1.0
4,Z08A_2019_04_17_1110.jpg,MM,6.0
1,Z29A_2019_04_17_1110.jpg,MM,2.0
3,Z35A_2019_04_17_1110.jpg,MM,4.0
3,Z17A_2019_04_17_1110.jpg,MM,4.0
1,Z91A_2019_04_17_1110.jpg,MM,1.0
5,Z57A_2019_04_17_1110.jpg,MM,9.0
4,Z37A_2019_04_17_1210.jpg,MM,7.0
5,W04A_2019_04_17_1210.jpg,MM,9.0
5,Z23A_2019_04_17_1210.jpg,MM,11.0
1,Z39A_2019_04_17_1210.jpg,MM,2.0
4,Z59A_2019_04_17_1210.jpg,MM,8.0
3,Z35A_2019_04_17_1210.jpg,MM,4.0
3,Z63A_2019_04_17_1210.jpg,MM,4.0
3,Z09A_2019_04_17_1200.jpg,MM,5.0
2,Z80A_2019_04_17_1210.jpg,MM,3.0
4,Z92A_2019_04_17_1210.jpg,MM,7.0
3,Z17A_2019_04_17_1210.jpg,MM,5.0
5,Z71A_2019_04_17_1210.jpg,MM,9.0
1,Z25A_2019_04_17_1210.jpg,MM,2.0
4,Z26A_2019_04_17_1210.jpg,MM,7.0
4,Z08A_2019_04_17_1210.jpg,MM,6.0
0,Z91A_2019_04_17_1210.jpg,MM,0.0
3,Z07A_2019_04_17_1210.jpg,MM,5.0
4,Z04A_2019_04_17_1210.jpg,MM,7.0
4,Z64A_2019_04_17_1210.jpg,MM,6.0
1,Z29A_2019_04_17_1210.jpg,MM,2.0
2,Z63A_2019_04_17_1310.jpg,MM,3.0
3,Z17A_2019_04_17_1310.jpg,MM,5.0
4,Z71A_2019_04_17_1310.jpg,MM,8.0
4,Z37A_2019_04_17_1310.jpg,MM,7.0
4,Z04A_2019_04_17_1310.jpg,MM,8.0
4,Z64A_2019_04_17_1310.jpg,MM,7.0
1,Z25A_2019_04_17_1310.jpg,MM,2.0
5,W04A_2019_04_17_1310.jpg,MM,9.0
4,Z26A_2019_04_17_1310.jpg,MM,7.0
2,Z39A_2019_04_17_1310.jpg,MM,3.0
4,Z08A_2019_04_17_1310.jpg,MM,6.0
1,Z91A_2019_04_17_1310.jpg,MM,1.0
1,Z29A_2019_04_17_1310.jpg,MM,2.0
3,Z07A_2019_04_17_1310.jpg,MM,5.0
3,Z09A_2019_04_17_1310.jpg,MM,4.0
2,Z80A_2019_04_17_1310.jpg,MM,3.0
4,Z92A_2019_04_17_1310.jpg,MM,6.0
5,Z23A_2019_04_17_1310.jpg,MM,11.0
4,Z59A_2019_04_17_1310.jpg,MM,8.0
3,Z35A_2019_04_17_1310.jpg,MM,5.0
4,Z92A_2019_04_17_1410.jpg,MM,6.0
4,Z17A_2019_04_17_1410.jpg,MM,7.0
5,Z71A_2019_04_17_1410.jpg,MM,9.0
4,Z37A_2019_04_17_1410.jpg,MM,6.0
4,Z04A_2019_04_17_1410.jpg,MM,8.0
4,Z64A_2019_04_17_1410.jpg,MM,6.0
1,Z25A_2019_04_17_1410.jpg,MM,2.0
5,Z23A_2019_04_17_1410.jpg,MM,10.0
4,Z08A_2019_04_17_1410.jpg,MM,6.0
1,Z91A_2019_04_17_1410.jpg,MM,2.0
4,Z07A_2019_04_17_1410.jpg,MM,6.0
4,Z59A_2019_04_17_1410.jpg,MM,8.0
3,Z35A_2019_04_17_1410.jpg,MM,5.0
3,Z63A_2019_04_17_1410.jpg,MM,5.0
2,Z80A_2019_04_17_1410.jpg,MM,3.0
5,W04A_2019_04_17_1410.jpg,MM,9.0
3,Z26A_2019_04_17_1410.jpg,MM,4.0
1,Z39A_2019_04_17_1410.jpg,MM,2.0
1,Z29A_2019_04_17_1410.jpg,MM,2.0
2,Z09A_2019_04_17_1410.jpg,MM,3.0
5,Z23A_2019_04_17_1420.jpg,MM,10.0
5,W04A_2019_04_17_1510.jpg,MM,9.0
2,Z26A_2019_04_17_1510.jpg,MM,3.0
2,Z91A_2019_04_17_1510.jpg,MM,3.0
4,Z59A_2019_04_17_1510.jpg,MM,7.0
4,Z63A_2019_04_17_1510.jpg,MM,6.0
2,Z09A_2019_04_17_1510.jpg,MM,3.0
3,Z80A_2019_04_17_1510.jpg,MM,4.0
5,Z92A_2019_04_17_1510.jpg,MM,9.0
4,Z17A_2019_04_17_1510.jpg,MM,8.0
4,Z37A_2019_04_17_1510.jpg,MM,7.0
4,Z04A_2019_04_17_1510.jpg,MM,8.0
3,Z64A_2019_04_17_1510.jpg,MM,4.0
0,Z25A_2019_04_17_1510.jpg,MM,0.0
5,Z23A_2019_04_17_1510.jpg,MM,9.0
4,Z08A_2019_04_17_1510.jpg,MM,7.0
1,Z29A_2019_04_17_1510.jpg,MM,2.0
3,Z07A_2019_04_17_1510.jpg,MM,5.0
3,Z35A_2019_04_17_1510.jpg,MM,5.0
2,Z39A_2019_04_17_1510.jpg,MM,3.0
3,Z57A_2019_04_17_1510.jpg,MM,5.0
5,Z92A_2019_04_17_1610.jpg,MM,9.0
5,Z71A_2019_04_17_1610.jpg,MM,9.0
3,Z64A_2019_04_17_1610.jpg,MM,4.0
2,Z25A_2019_04_17_1610.jpg,MM,3.0
5,W04A_2019_04_17_1610.jpg,MM,10.0
4,Z23A_2019_04_17_1610.jpg,MM,7.0
1,Z26A_2019_04_17_1600.jpg,MM,2.0
2,Z39A_2019_04_17_1610.jpg,MM,3.0
2,Z91A_2019_04_17_1610.jpg,MM,3.0
0,Z29A_2019_04_17_1610.jpg,MM,0.0
4,Z59A_2019_04_17_1610.jpg,MM,7.0
4,Z63A_2019_04_17_1610.jpg,MM,6.0
3,Z80A_2019_04_17_1610.jpg,MM,4.0
